dataset,row_idx,smiles,ring_id,csv_ring_size,n_heavy_atoms,n_rings,n_target_atoms,atom_on_ring_raw,verdict,score_0based,score_1based,0based_all_valid,0based_ring_match,0based_size_match,0based_elements,1based_all_valid,1based_ring_match,1based_size_match,1based_elements
HOMA,27,C=C[C@H]1CCCCN1Cc1cccc2cc[nH]c12,2,6,18,3,6,"[10, 11, 12, 13, 17, 9]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'N', 'C']"
HOMA,28,CC[C@H](C)NN=Cc1cn(C)c2ccccc12,1,5,17,2,5,"[7, 8, 9, 11, 16]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
HOMA,29,CC[C@H](C)NN=Cc1cn(C)c2ccccc12,2,6,17,2,6,"[12, 13, 14, 15, 16, 11]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,30,CN(CCOCCN)C(=O)[C@@H]1[C@H]2CCCO[C@H]21,2,6,17,2,6,"[12, 13, 14, 15, 16, 11]",0based,5,1,True,6,True,"['C', 'C', 'C', 'O', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'O', 'C']"
HOMA,31,CN(CCOCCN)C(=O)[C@@H]1[C@H]2CCCO[C@H]21,1,3,17,2,3,"[10, 11, 16]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'O']"
HOMA,32,CC(=O)c1cccc(OC(=O)c2ccccc2)c1,2,6,18,2,6,"[12, 13, 14, 15, 16, 11]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'O']"
HOMA,33,CC(=O)c1cccc(OC(=O)c2ccccc2)c1,1,6,18,2,6,"[3, 17, 7, 6, 5, 4]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['O', 'C', 'C', 'C', 'C', 'C']"
HOMA,34,Cc1ccc(C)c([C@H](O)c2ccc(F)cc2)c1,1,6,17,2,6,"[1, 16, 6, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,35,Cc1ccc(C)c([C@H](O)c2ccc(F)cc2)c1,2,6,17,2,6,"[10, 11, 12, 14, 15, 9]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'F', 'C', 'O']"
HOMA,36,C=CCCN(CC)[C@@H](C)c1cc2ccccc2o1,1,5,18,2,5,"[9, 10, 11, 16, 17]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'O']",True,,False,"['C', 'C', 'C', 'C', 'C']"
HOMA,37,C=CCCN(CC)[C@@H](C)c1cc2ccccc2o1,2,6,18,2,6,"[12, 13, 14, 15, 16, 11]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,38,Cc1ccccc1[C@@H](C)C(=O)Nc1[nH]nnc1C,1,6,18,2,6,"[1, 6, 5, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,39,Cc1ccccc1[C@@H](C)C(=O)Nc1[nH]nnc1C,2,5,18,2,5,"[13, 12, 16, 15, 14]",0based,5,1,True,5,True,"['N', 'C', 'C', 'N', 'N']",True,,False,"['C', 'N', 'N', 'N', 'N']"
HOMA,40,COc1ccc(C[C@H](N)C#N)cc1,1,6,13,1,6,"[2, 12, 11, 5, 4, 3]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['O', 'C', 'N', 'C', 'C', 'C']"
HOMA,41,O=C(NC[C@H]1CCCNC1)OCc1ccccc1,1,6,18,2,6,"[5, 6, 7, 8, 9, 4]",0based,5,1,True,6,True,"['C', 'C', 'C', 'N', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'N', 'C']"
HOMA,42,O=C(NC[C@H]1CCCNC1)OCc1ccccc1,2,6,18,2,6,"[13, 14, 15, 16, 17, 12]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,43,c1ccc2c([C@H]3CCNC3)cccc2c1,2,5,15,3,5,"[6, 5, 9, 8, 7]",0based,5,1,True,5,True,"['C', 'C', 'C', 'N', 'C']",True,,False,"['C', 'C', 'N', 'C', 'C']"
HOMA,44,c1ccc2c([C@H]3CCNC3)cccc2c1,3,6,15,3,6,"[10, 11, 12, 13, 3, 4]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,45,c1ccc2c([C@H]3CCNC3)cccc2c1,1,6,15,3,6,"[0, 14, 13, 3, 2, 1]",0based,5,0,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",False,,False,[]
HOMA,46,CC1CC(NC(=O)c2ccc3oc(O)nc3c2)C1,1,4,18,3,4,"[1, 17, 3, 2]",0based,5,1,True,4,True,"['C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C']"
HOMA,47,CC1CC(NC(=O)c2ccc3oc(O)nc3c2)C1,3,5,18,3,5,"[11, 10, 15, 14, 12]",0based,5,1,True,5,True,"['O', 'C', 'C', 'N', 'C']",True,,False,"['C', 'C', 'N', 'O', 'O']"
HOMA,48,CC1CC(NC(=O)c2ccc3oc(O)nc3c2)C1,2,6,18,3,6,"[8, 9, 10, 15, 16, 7]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'N', 'C', 'O']"
HOMA,49,COc1ccc(CNC[C@H]2CC[C@H](C)O2)c(C)c1,2,5,18,2,5,"[10, 9, 14, 12, 11]",0based,5,1,True,5,True,"['C', 'C', 'O', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
HOMA,50,COc1ccc(CNC[C@H]2CC[C@H](C)O2)c(C)c1,1,6,18,2,6,"[2, 17, 15, 5, 4, 3]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['O', 'C', 'O', 'C', 'C', 'C']"
HOMA,51,CC[C@H](C#N)Nc1ccc(F)c(C(C)=O)c1,1,6,16,1,6,"[6, 15, 11, 9, 8, 7]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['N', 'O', 'F', 'C', 'C', 'C']"
HOMA,52,COCCN1CCNCC12CCCCC2,2,6,15,2,6,"[10, 11, 12, 13, 14, 9]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,53,COCCN1CCNCC12CCCCC2,1,6,15,2,6,"[4, 9, 8, 7, 6, 5]",0based,5,1,True,6,True,"['N', 'C', 'C', 'N', 'C', 'C']",True,,False,"['C', 'C', 'N', 'C', 'C', 'N']"
HOMA,54,Fc1ccc(NN=C[C@@H]2CCOC2)c(F)c1,2,5,16,2,5,"[9, 8, 12, 11, 10]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'C', 'O', 'C', 'C']"
HOMA,55,Fc1ccc(NN=C[C@@H]2CCOC2)c(F)c1,1,6,16,2,6,"[1, 15, 13, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['F', 'F', 'C', 'C', 'C', 'C']"
HOMA,56,Cc1ccc([C@H](C)N[C@H]2CC[C@H](C)CC2)c(O)c1,2,6,18,2,6,"[9, 10, 11, 13, 14, 8]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'N']"
HOMA,57,Cc1ccc([C@H](C)N[C@H]2CC[C@H](C)CC2)c(O)c1,1,6,18,2,6,"[1, 17, 15, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'O', 'C', 'C', 'C', 'C']"
HOMA,58,CCOC1CN(Cc2ccc3c(c2)CCO3)C1,1,4,17,3,4,"[3, 16, 5, 4]",0based,5,1,True,4,True,"['C', 'C', 'N', 'C']",True,,False,"['O', 'O', 'C', 'C']"
HOMA,59,CCOC1CN(Cc2ccc3c(c2)CCO3)C1,3,5,17,3,5,"[13, 11, 10, 15, 14]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
HOMA,60,CCOC1CN(Cc2ccc3c(c2)CCO3)C1,2,6,17,3,6,"[8, 9, 10, 11, 12, 7]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,61,CCC(=O)Nc1ccc2c(c1)OCCCO2,2,7,16,2,7,"[11, 9, 8, 15, 14, 13, 12]",0based,5,1,True,7,True,"['O', 'C', 'C', 'O', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C', 'O']"
HOMA,62,CCC(=O)Nc1ccc2c(c1)OCCCO2,1,6,16,2,6,"[5, 10, 9, 8, 7, 6]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['N', 'C', 'C', 'C', 'C', 'C']"
HOMA,63,COCCCn1cc(-c2cc(C)ccc2C)cn1,1,5,18,2,5,"[5, 6, 7, 16, 17]",0based,5,1,True,5,True,"['N', 'C', 'C', 'C', 'N']",True,,False,"['C', 'N', 'C', 'C', 'C']"
HOMA,64,COCCCn1cc(-c2cc(C)ccc2C)cn1,2,6,18,2,6,"[9, 10, 12, 13, 14, 8]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,65,CC(C)(C)ON=Cc1cccc(O)c1Cl,1,6,15,1,6,"[7, 13, 11, 10, 9, 8]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'O', 'C', 'C', 'C', 'C']"
HOMA,66,CCCN(Cc1cccc(C)c1O)C1CC1,2,3,16,2,3,"[14, 13, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
HOMA,67,CCCN(Cc1cccc(C)c1O)C1CC1,1,6,16,2,6,"[6, 7, 8, 9, 11, 5]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,68,CCN(OC)C(=O)Cc1ccccc1Cl,1,6,15,1,6,"[8, 13, 12, 11, 10, 9]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,69,CCO[C@H]1C[C@@H]1C(=O)Oc1cccc(C(N)=O)c1,1,3,18,2,3,"[3, 4, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
HOMA,70,CCO[C@H]1C[C@@H]1C(=O)Oc1cccc(C(N)=O)c1,2,6,18,2,6,"[10, 11, 12, 13, 17, 9]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'O', 'O']"
HOMA,71,COC[C@@H](C)CNC[C@@H]1C[C@H]1c1ccccc1,1,3,17,2,3,"[8, 9, 10]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
HOMA,72,COC[C@@H](C)CNC[C@@H]1C[C@H]1c1ccccc1,2,6,17,2,6,"[12, 13, 14, 15, 16, 11]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,73,CS/C=C\C(=O)N[C@]1(C)CCO[C@H]1C,1,5,14,1,5,"[7, 9, 10, 11, 12]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['N', 'C', 'C', 'C', 'O']"
HOMA,74,NC(=O)CN(Cc1ccccc1)CC1CC1,2,3,16,2,3,"[14, 13, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
HOMA,75,NC(=O)CN(Cc1ccccc1)CC1CC1,1,6,16,2,6,"[7, 8, 9, 10, 11, 6]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,76,C[C@H](C(=O)O)C1(NC/C=C/c2ccccc2)CC1,2,3,18,2,3,"[16, 5, 17]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
HOMA,77,C[C@H](C(=O)O)C1(NC/C=C/c2ccccc2)CC1,1,6,18,2,6,"[11, 12, 13, 14, 15, 10]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,78,Cc1ccc([C@@H](C)N(C)C(=O)c2cnco2)cc1,2,5,18,2,5,"[12, 11, 15, 14, 13]",0based,5,1,True,5,True,"['C', 'C', 'O', 'C', 'N']",True,,False,"['C', 'O', 'C', 'N', 'C']"
HOMA,79,Cc1ccc([C@@H](C)N(C)C(=O)c2cnco2)cc1,1,6,18,2,6,"[1, 17, 16, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'O', 'C', 'C', 'C']"
HOMA,80,CN(C(=O)[C@H]1CC12CCCC2)c1ccccc1F,2,5,18,3,5,"[7, 6, 10, 9, 8]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
HOMA,81,CN(C(=O)[C@H]1CC12CCCC2)c1ccccc1F,1,3,18,3,3,"[5, 4, 6]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
HOMA,82,CN(C(=O)[C@H]1CC12CCCC2)c1ccccc1F,3,6,18,3,6,"[12, 13, 14, 15, 16, 11]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,83,Cc1ccc(NC(=O)[C@H]2CCCCN2)c(F)c1,2,6,17,2,6,"[9, 10, 11, 12, 13, 8]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'N', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'O']"
HOMA,84,Cc1ccc(NC(=O)[C@H]2CCCCN2)c(F)c1,1,6,17,2,6,"[1, 16, 14, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'F', 'N', 'C', 'C', 'C']"
HOMA,85,Fc1ccccc1-c1nnc(C2CC2)o1,3,3,15,3,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
HOMA,86,Fc1ccccc1-c1nnc(C2CC2)o1,2,5,15,3,5,"[8, 7, 14, 10, 9]",0based,5,1,True,5,True,"['N', 'C', 'O', 'C', 'N']",True,,False,"['C', 'C', 'C', 'N', 'N']"
HOMA,87,Fc1ccccc1-c1nnc(C2CC2)o1,1,6,15,3,6,"[1, 6, 5, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['F', 'C', 'C', 'C', 'C', 'C']"
HOMA,88,CC(=O)c1cc(NC(=O)C(C)(C)O)ccc1F,1,6,17,1,6,"[3, 15, 14, 13, 5, 4]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['O', 'C', 'C', 'O', 'C', 'C']"
HOMA,89,Cc1ccc(Cl)c(OCC2CC2)c1,2,3,13,2,3,"[10, 9, 11]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
HOMA,90,Cc1ccc(Cl)c(OCC2CC2)c1,1,6,13,2,6,"[1, 12, 6, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'Cl', 'C', 'C', 'C']"
HOMA,91,Cc1cc(C(=O)N2CCN(C)CC2)ccc1O,2,6,17,2,6,"[7, 8, 9, 11, 12, 6]",0based,5,1,True,6,True,"['C', 'C', 'N', 'C', 'C', 'N']",True,,False,"['N', 'C', 'C', 'C', 'C', 'O']"
HOMA,92,Cc1cc(C(=O)N2CCN(C)CC2)ccc1O,1,6,17,2,6,"[1, 15, 14, 13, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
HOMA,93,C[C@@H](C(=O)O)N(C)Cc1cc(F)c(F)cc1F,1,6,17,1,6,"[8, 15, 14, 12, 10, 9]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'F', 'F', 'C', 'C']"
HOMA,94,CC(C[C@@H]1CCOC1)=NNc1ccc(F)cc1,1,5,17,2,5,"[4, 3, 7, 6, 5]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'C', 'O', 'C', 'C']"
HOMA,95,CC(C[C@@H]1CCOC1)=NNc1ccc(F)cc1,2,6,17,2,6,"[11, 12, 13, 15, 16, 10]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'F', 'C', 'N']"
HOMA,96,CC[C@@H](C)CCNC(=O)c1ccc(C)cc1O,1,6,17,1,6,"[9, 15, 14, 12, 11, 10]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['O', 'C', 'C', 'C', 'C', 'C']"
HOMA,97,O=C(O[C@@H](C(=O)O)C1CC1)c1ccc(F)cc1,1,3,17,2,3,"[8, 7, 9]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
HOMA,98,O=C(O[C@@H](C(=O)O)C1CC1)c1ccc(F)cc1,2,6,17,2,6,"[11, 12, 13, 15, 16, 10]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'F', 'C', 'C']"
HOMA,99,Cc1noc(-c2ccc(C(=O)OCCO)cc2)n1,1,5,18,2,5,"[1, 2, 3, 4, 17]",0based,5,1,True,5,True,"['C', 'N', 'O', 'C', 'N']",True,,False,"['C', 'C', 'N', 'O', 'C']"
HOMA,100,Cc1noc(-c2ccc(C(=O)OCCO)cc2)n1,2,6,18,2,6,"[6, 7, 8, 15, 16, 5]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'O', 'C', 'C']"
HOMA,101,Oc1ccc2c(c1)c1c3n2CCN[C@H]3CCC1,3,6,17,4,6,"[14, 15, 16, 7, 8, 13]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'N']"
HOMA,102,Oc1ccc2c(c1)c1c3n2CCN[C@H]3CCC1,2,6,17,4,6,"[10, 11, 12, 13, 8, 9]",0based,5,1,True,6,True,"['C', 'C', 'N', 'C', 'C', 'N']",True,,False,"['N', 'C', 'C', 'N', 'C', 'C']"
HOMA,103,Oc1ccc2c(c1)c1c3n2CCN[C@H]3CCC1,4,5,17,4,5,"[4, 5, 7, 8, 9]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'N']",True,,False,"['C', 'C', 'C', 'C', 'C']"
HOMA,104,Oc1ccc2c(c1)c1c3n2CCN[C@H]3CCC1,1,6,17,4,6,"[1, 6, 5, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['O', 'C', 'C', 'C', 'C', 'C']"
