dataset,row_idx,smiles,ring_id,csv_ring_size,n_heavy_atoms,n_rings,n_target_atoms,atom_on_ring_raw,verdict,score_0based,score_1based,0based_all_valid,0based_ring_match,0based_size_match,0based_elements,1based_all_valid,1based_ring_match,1based_size_match,1based_elements
NICS,40,N#CCc1ccc2cc[nH]c2c1,2,5,12,2,5,"[7, 6, 10, 9, 8]",0based,5,1,True,5,True,"['C', 'C', 'C', 'N', 'C']",True,,False,"['C', 'C', 'N', 'C', 'C']"
NICS,41,N#CCc1ccc2cc[nH]c2c1,1,6,12,2,6,"[3, 11, 10, 6, 5, 4]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'N', 'C', 'C', 'C']"
NICS,42,N#Cc1nccnc1NCc1cc2ccccc2[nH]1,2,5,19,3,5,"[11, 10, 18, 17, 12]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,43,N#Cc1nccnc1NCc1cc2ccccc2[nH]1,1,6,19,3,6,"[2, 7, 6, 5, 4, 3]",0based,5,1,True,6,True,"['C', 'C', 'N', 'C', 'C', 'N']",True,,False,"['C', 'N', 'C', 'C', 'N', 'C']"
NICS,44,N#Cc1nccnc1NCc1cc2ccccc2[nH]1,3,6,19,3,6,"[13, 14, 15, 16, 17, 12]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
NICS,45,C[C@H]1CC[C@H](c2nnc(-c3cccn3C)o2)C1,1,5,17,3,5,"[1, 2, 3, 4, 16]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'O']"
NICS,46,C[C@H]1CC[C@H](c2nnc(-c3cccn3C)o2)C1,2,5,17,3,5,"[6, 5, 15, 8, 7]",0based,5,1,True,5,True,"['N', 'C', 'O', 'C', 'N']",True,,False,"['C', 'C', 'C', 'N', 'N']"
NICS,47,C[C@H]1CC[C@H](c2nnc(-c3cccn3C)o2)C1,3,5,17,3,5,"[10, 9, 13, 12, 11]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,48,C[C@@H]1CCN(CCNC(=O)c2cc(C=O)c[nH]2)C1,1,5,18,2,5,"[1, 2, 3, 4, 17]",0based,5,1,True,5,True,"['C', 'C', 'C', 'N', 'C']",True,,False,"['C', 'C', 'C', 'C', 'N']"
NICS,49,C[C@@H]1CCN(CCNC(=O)c2cc(C=O)c[nH]2)C1,2,5,18,2,5,"[11, 10, 16, 15, 12]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'C']",True,,False,"['C', 'O', 'C', 'O', 'C']"
NICS,50,O=S1(=O)CC[C@H](CNC2CC3(CCC3)C2)C1,3,4,16,3,4,"[11, 12, 13, 10]",0based,5,1,True,4,True,"['C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C']"
NICS,51,O=S1(=O)CC[C@H](CNC2CC3(CCC3)C2)C1,2,4,16,3,4,"[9, 10, 14, 8]",0based,5,1,True,4,True,"['C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'N']"
NICS,52,O=S1(=O)CC[C@H](CNC2CC3(CCC3)C2)C1,1,5,16,3,5,"[1, 3, 4, 5, 15]",0based,5,1,True,5,True,"['S', 'C', 'C', 'C', 'C']",True,,False,"['O', 'O', 'C', 'C', 'C']"
NICS,53,Cc1cc[nH]c1C(=O)Nc1ncccc1Cl,1,5,16,2,5,"[1, 2, 3, 4, 5]",0based,5,1,True,5,True,"['C', 'C', 'C', 'N', 'C']",True,,False,"['C', 'C', 'C', 'C', 'N']"
NICS,54,Cc1cc[nH]c1C(=O)Nc1ncccc1Cl,2,6,16,2,6,"[10, 11, 12, 13, 14, 9]",0based,5,1,True,6,True,"['N', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'N', 'C', 'C', 'C', 'N']"
NICS,55,C[C@@H]1[C@H](O)CCN1C(=O)c1cc2ccccn2c1,1,5,18,3,5,"[1, 2, 4, 5, 6]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'N']",True,,False,"['C', 'C', 'O', 'C', 'C']"
NICS,56,C[C@@H]1[C@H](O)CCN1C(=O)c1cc2ccccn2c1,2,5,18,3,5,"[10, 9, 17, 16, 11]",0based,5,1,True,5,True,"['C', 'C', 'C', 'N', 'C']",True,,False,"['C', 'O', 'N', 'C', 'C']"
NICS,57,C[C@@H]1[C@H](O)CCN1C(=O)c1cc2ccccn2c1,3,6,18,3,6,"[12, 13, 14, 15, 16, 11]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'N', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
NICS,58,C(=Nn1cncn1)c1c[nH]c2ccccc12,2,5,16,3,5,"[8, 7, 15, 10, 9]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'N']",True,,False,"['C', 'N', 'C', 'N', 'C']"
NICS,59,C(=Nn1cncn1)c1c[nH]c2ccccc12,1,5,16,3,5,"[3, 2, 6, 5, 4]",0based,5,1,True,5,True,"['C', 'N', 'N', 'C', 'N']",True,,False,"['N', 'N', 'C', 'N', 'C']"
NICS,60,C(=Nn1cncn1)c1c[nH]c2ccccc12,3,6,16,3,6,"[11, 12, 13, 14, 15, 10]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'N']"
NICS,61,COc1ccc(C(=O)N(CC#N)CC#N)o1,1,5,16,1,5,"[2, 3, 4, 5, 15]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'O']",True,,False,"['O', 'C', 'C', 'C', 'N']"
NICS,62,Cc1ccoc1C(=O)N1CCO[C@H]([C@@H](C)N)C1,1,5,17,2,5,"[1, 2, 3, 4, 5]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'C', 'C', 'C', 'O']"
NICS,63,Cc1ccoc1C(=O)N1CCO[C@H]([C@@H](C)N)C1,2,6,17,2,6,"[9, 10, 11, 12, 16, 8]",0based,5,1,True,6,True,"['C', 'C', 'O', 'C', 'C', 'N']",True,,False,"['N', 'C', 'C', 'O', 'N', 'O']"
NICS,64,Cc1ccoc1C(=O)NCc1nonc1C,1,5,16,2,5,"[1, 2, 3, 4, 5]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'C', 'C', 'C', 'O']"
NICS,65,Cc1ccoc1C(=O)NCc1nonc1C,2,5,16,2,5,"[11, 10, 14, 13, 12]",0based,5,1,True,5,True,"['N', 'C', 'C', 'N', 'O']",True,,False,"['C', 'C', 'N', 'O', 'N']"
NICS,66,CO[C@H]1CN(C(=O)c2ccco2)CCO1,2,5,15,2,5,"[8, 7, 11, 10, 9]",0based,5,1,True,5,True,"['C', 'C', 'O', 'C', 'C']",True,,False,"['C', 'O', 'C', 'C', 'C']"
NICS,67,CO[C@H]1CN(C(=O)c2ccco2)CCO1,1,6,15,2,6,"[2, 14, 13, 12, 4, 3]",0based,5,1,True,6,True,"['C', 'O', 'C', 'C', 'N', 'C']",True,,False,"['O', 'C', 'C', 'O', 'C', 'C']"
NICS,68,C[C@@H](CC1CCCCC1)NC(=O)Cc1ccoc1,2,5,18,2,5,"[14, 13, 17, 16, 15]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'C', 'O', 'C', 'C']"
NICS,69,C[C@@H](CC1CCCCC1)NC(=O)Cc1ccoc1,1,6,18,2,6,"[4, 5, 6, 7, 8, 3]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
NICS,70,COc1ccc(C(=O)NC2([C@H](C)O)CC2)o1,2,3,16,2,3,"[13, 9, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'N', 'C']"
NICS,71,COc1ccc(C(=O)NC2([C@H](C)O)CC2)o1,1,5,16,2,5,"[2, 3, 4, 5, 15]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'O']",True,,False,"['O', 'C', 'C', 'C', 'C']"
NICS,72,CN(Cc1ccco1)C(=O)c1occ2c1CCC2,3,5,18,3,5,"[15, 14, 13, 17, 16]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,73,CN(Cc1ccco1)C(=O)c1occ2c1CCC2,2,5,18,3,5,"[11, 10, 14, 13, 12]",0based,5,1,True,5,True,"['O', 'C', 'C', 'C', 'C']",True,,False,"['C', 'O', 'C', 'C', 'O']"
NICS,74,CN(Cc1ccco1)C(=O)c1occ2c1CCC2,1,5,18,3,5,"[4, 3, 7, 6, 5]",0based,5,1,True,5,True,"['C', 'C', 'O', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,75,O=C(CCC1CCC1)NC[C@@H]1CCC(F)(F)C1,1,4,17,2,4,"[5, 6, 7, 4]",0based,5,1,True,4,True,"['C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C']"
NICS,76,O=C(CCC1CCC1)NC[C@@H]1CCC(F)(F)C1,2,5,17,2,5,"[11, 10, 16, 13, 12]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'F', 'C', 'C']"
NICS,77,CN1CC[C@@H](NS(=O)(=O)c2ccoc2)C1,1,5,15,2,5,"[1, 2, 3, 4, 14]",0based,5,1,True,5,True,"['N', 'C', 'C', 'C', 'C']",True,,False,"['C', 'N', 'C', 'C', 'C']"
NICS,78,CN1CC[C@@H](NS(=O)(=O)c2ccoc2)C1,2,5,15,2,5,"[10, 9, 13, 12, 11]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'O', 'O', 'C', 'C']"
NICS,79,CN[C@H]1CCCN(C(=O)c2occc2C)C1,2,5,16,2,5,"[10, 9, 13, 12, 11]",0based,5,1,True,5,True,"['O', 'C', 'C', 'C', 'C']",True,,False,"['C', 'O', 'C', 'C', 'O']"
NICS,80,CN[C@H]1CCCN(C(=O)c2occc2C)C1,1,6,16,2,6,"[2, 15, 6, 5, 4, 3]",0based,5,1,True,6,True,"['C', 'C', 'N', 'C', 'C', 'C']",True,,False,"['N', 'C', 'C', 'C', 'C', 'C']"
NICS,81,Cc1occc1C(=O)N1CC=CC1,2,5,13,2,5,"[9, 8, 12, 11, 10]",0based,5,1,True,5,True,"['C', 'N', 'C', 'C', 'C']",True,,False,"['N', 'O', 'C', 'C', 'C']"
NICS,82,Cc1occc1C(=O)N1CC=CC1,1,5,13,2,5,"[1, 2, 3, 4, 5]",0based,5,1,True,5,True,"['C', 'O', 'C', 'C', 'C']",True,,False,"['C', 'C', 'O', 'C', 'C']"
NICS,83,C[C@H]1C[C@@H](NCc2ccco2)c2ccccc21,1,5,17,3,5,"[1, 2, 3, 11, 16]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'O', 'C']"
NICS,84,C[C@H]1C[C@@H](NCc2ccco2)c2ccccc21,2,5,17,3,5,"[7, 6, 10, 9, 8]",0based,5,1,True,5,True,"['C', 'C', 'O', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,85,C[C@H]1C[C@@H](NCc2ccco2)c2ccccc21,3,6,17,3,6,"[12, 13, 14, 15, 16, 11]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'O']"
NICS,86,C=CC[C@@H]1N(C(=O)c2ccoc2)CCCC1(C)C,2,5,18,2,5,"[8, 7, 11, 10, 9]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'O', 'O', 'C', 'C']"
NICS,87,C=CC[C@@H]1N(C(=O)c2ccoc2)CCCC1(C)C,1,6,18,2,6,"[3, 15, 14, 13, 12, 4]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'N']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
NICS,88,O=C(O)CC1(NC(=O)c2ccoc2C2CC2)CC1,3,3,18,3,3,"[16, 4, 17]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
NICS,89,O=C(O)CC1(NC(=O)c2ccoc2C2CC2)CC1,2,3,18,3,3,"[14, 13, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
NICS,90,O=C(O)CC1(NC(=O)c2ccoc2C2CC2)CC1,1,5,18,3,5,"[9, 8, 12, 11, 10]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'O', 'O', 'C', 'C']"
NICS,91,C=CCCN(C)C(=O)c1occ2c1CCC2,2,5,16,2,5,"[13, 12, 11, 15, 14]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,92,C=CCCN(C)C(=O)c1occ2c1CCC2,1,5,16,2,5,"[8, 9, 10, 11, 12]",0based,5,1,True,5,True,"['C', 'O', 'C', 'C', 'C']",True,,False,"['O', 'C', 'O', 'C', 'C']"
NICS,93,CN(CCN1CCOCC1)Cc1ccoc1,2,5,16,2,5,"[12, 11, 15, 14, 13]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'C', 'O', 'C', 'C']"
NICS,94,CN(CCN1CCOCC1)Cc1ccoc1,1,6,16,2,6,"[5, 6, 7, 8, 9, 4]",0based,5,1,True,6,True,"['C', 'C', 'O', 'C', 'C', 'N']",True,,False,"['N', 'C', 'C', 'O', 'C', 'C']"
NICS,95,CCc1ccc([C@@H](C)NCc2ccco2)s1,1,5,16,2,5,"[2, 3, 4, 5, 15]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'S']",True,,False,"['C', 'C', 'C', 'C', 'O']"
NICS,96,CCc1ccc([C@@H](C)NCc2ccco2)s1,2,5,16,2,5,"[11, 10, 14, 13, 12]",0based,5,1,True,5,True,"['C', 'C', 'O', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,97,N[C@@H]1CCC[C@@H]1N[C@H](CCO)c1ccco1,1,5,16,2,5,"[1, 2, 3, 4, 5]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'C']",True,,False,"['N', 'C', 'C', 'C', 'C']"
NICS,98,N[C@@H]1CCC[C@@H]1N[C@H](CCO)c1ccco1,2,5,16,2,5,"[12, 11, 15, 14, 13]",0based,5,1,True,5,True,"['C', 'C', 'O', 'C', 'C']",True,,False,"['C', 'O', 'C', 'C', 'C']"
NICS,99,C[C@H]1C[C@H](NC(=O)C2(NC(N)=O)CC2)CO1,2,3,16,2,3,"[12, 7, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'O', 'C']"
NICS,100,C[C@H]1C[C@H](NC(=O)C2(NC(N)=O)CC2)CO1,1,5,16,2,5,"[1, 2, 3, 14, 15]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'O']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,101,Cc1ccc(-c2cnn(C)c2C)o1,1,5,13,2,5,"[1, 2, 3, 4, 12]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'O']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,102,Cc1ccc(-c2cnn(C)c2C)o1,2,5,13,2,5,"[6, 5, 10, 8, 7]",0based,5,1,True,5,True,"['C', 'C', 'C', 'N', 'N']",True,,False,"['C', 'C', 'C', 'N', 'C']"
NICS,103,CC[C@@H](CO)NC(=O)/C=C(\C)c1ccco1,1,5,16,1,5,"[11, 12, 13, 14, 15]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'O']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,104,Nc1ccccc1-c1nnc(-c2ccco2)o1,2,5,17,3,5,"[8, 7, 16, 10, 9]",0based,5,1,True,5,True,"['N', 'C', 'O', 'C', 'N']",True,,False,"['C', 'C', 'O', 'N', 'N']"
NICS,105,Nc1ccccc1-c1nnc(-c2ccco2)o1,3,5,17,3,5,"[12, 11, 15, 14, 13]",0based,5,1,True,5,True,"['C', 'C', 'O', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,106,Nc1ccccc1-c1nnc(-c2ccco2)o1,1,6,17,3,6,"[1, 6, 5, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['N', 'C', 'C', 'C', 'C', 'C']"
NICS,107,O=c1oc2ccccc2oc1=O,1,6,12,2,6,"[1, 10, 9, 8, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'O', 'C', 'C', 'O']",True,,False,"['O', 'O', 'C', 'C', 'O', 'C']"
NICS,108,O=c1oc2ccccc2oc1=O,2,6,12,2,6,"[4, 5, 6, 7, 8, 3]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'O']"
