dataset,row_idx,smiles,ring_id,csv_ring_size,n_heavy_atoms,n_rings,n_target_atoms,atom_on_ring_raw,verdict,score_0based,score_1based,0based_all_valid,0based_ring_match,0based_size_match,0based_elements,1based_all_valid,1based_ring_match,1based_size_match,1based_elements
MCBO,30,CC1(C)[C@@H]2C(=O)N(Cc3ccccc3)NC(=O)[C@@H]21,1,3,18,3,3,"[1, 3, 17]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'O']"
MCBO,31,CO[C@@]1(C)C[C@H]1NC(=O)N[C@@H]1CCC[C@H](C)C1,1,3,17,2,3,"[2, 4, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,32,CO[C@@]1(C)C[C@H]1NCc1cnc2ccccc2c1,1,3,18,3,3,"[2, 4, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,33,CC(C)[C@@]1(C)C[C@H]1NC(=O)N(C)CCC(=O)O,1,3,17,1,3,"[3, 5, 6]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,34,CC1(C)C[C@]1(NCC[N+](=O)[O-])c1ccccc1,1,3,17,2,3,"[1, 3, 4]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,35,NCCCCCC(=O)N[C@@H]1CC12CCCCC2,1,3,17,2,3,"[9, 10, 11]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,36,N#Cc1ssc(C#N)c(C#N)sc1C#N,1,7,15,1,7,"[2, 3, 4, 5, 8, 11, 12]",0based,5,1,True,7,True,"['C', 'S', 'S', 'C', 'C', 'S', 'C']",True,,False,"['C', 'C', 'S', 'S', 'N', 'N', 'S']"
MCBO,37,CC[C@@H](F)C(=O)N[C@H]1[C@@H]2CN(CC#N)C[C@@H]21,1,3,16,2,3,"[7, 8, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,38,CCO[C@@H]1C[C@@H]1N[C@H]1CCN(C)[C@H](C)C1,1,3,15,2,3,"[3, 4, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,39,CC(C)[C@@]1(C)C[C@H]1NC(=O)C1(O)CCC1,1,3,15,2,3,"[3, 5, 6]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,40,CCO[C@H]1C[C@H]1NC(=O)c1sccc1C#N,1,3,16,2,3,"[3, 4, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,41,Cc1cc(C(=O)N[C@H]2[C@@H]3COC[C@@H]32)ccc1O,3,3,17,3,3,"[7, 8, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,42,C[C@]1(CNC(=O)N2CCO[C@H]3C[C@H]32)CCOC1,2,3,17,3,3,"[11, 10, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,43,CCN(C(=O)[C@@H]1C[C@@]1(C)c1ccccc1)C1CC1,1,3,18,3,3,"[6, 5, 7]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,44,CC(C)OCCC(=O)N[C@@H]1C[C@H]1C(F)(F)F,1,3,16,1,3,"[9, 10, 11]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,45,CC[C@@H](C(=O)N[C@H]1CC1(C)C)c1ccc(F)cc1,1,3,18,2,3,"[7, 6, 8]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,46,Cc1ccc2oc(C(=O)N[C@@H]3CC3(C)C)cc2n1,3,3,18,3,3,"[11, 10, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,47,C=CCN1C[C@@H]2[C@H](C1)[C@H]2NC(=O)[C@H]1[C@@H]2COC[C@@H]21,3,3,18,4,3,"[5, 6, 8]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,48,Cn1c(C=O)ccc1C(=O)N[C@H]1CC1(C)C,2,3,16,2,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,49,CCc1ccc2c(c1)CCN(C(=O)[C@H]1C[C@H]1F)C2,3,3,18,3,3,"[14, 13, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,50,CCCCNC(=O)N[C@@H]1C[C@@]1(C)c1ccccc1,1,3,18,2,3,"[8, 9, 10]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,51,C=CCN(C)C(=O)N[C@H]1[C@@H]2Cc3ccccc3[C@@H]21,1,3,18,3,3,"[8, 9, 17]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,52,C[C@H](CC(=O)O)CC(=O)N1CCC[C@H]2C[C@H]21,2,3,16,2,3,"[14, 13, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,53,CCC[C@@H](C#N)NC(=O)C1C(C)(C)C1(C)C,1,3,16,1,3,"[9, 10, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,54,COc1ccc(NC(=O)[C@H]2C[C@H]2F)cc1,2,3,15,2,3,"[10, 9, 11]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,55,CC#CCCNC(=O)N[C@@H]1C[C@H]1CC(C)(C)C,1,3,17,1,3,"[9, 10, 11]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,56,CC(C)[C@@]1(C)C[C@H]1C(=O)NCC1CCOCC1,1,3,17,2,3,"[3, 5, 6]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,57,COC[C@H](O)CN[C@H]1CC12CCC2,1,3,13,2,3,"[7, 8, 9]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,58,C[C@@H](NC(=O)[C@@H]1C[C@@H]1F)c1ccc(F)cc1F,1,3,17,2,3,"[6, 5, 7]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,59,NC[C@@]1(CO)C[C@@H]1c1ccc(F)cc1,1,3,14,2,3,"[2, 5, 6]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,60,O=C(NC[C@@H]1CCCC1(F)F)[C@@H]1C[C@@H]1F,2,3,15,2,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'F', 'C']"
MCBO,61,CC1(NC(=O)[C@@H]2[C@@H]3Cc4ccccc4[C@@H]32)CNC1,4,3,18,4,3,"[5, 6, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,62,CCC/C(C)=C\C(=O)N1C[C@@H]2[C@@H](CO)[C@@H]2C1,2,3,16,2,3,"[11, 10, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'O']"
MCBO,63,CN(C)CCNC(=O)[C@H]1C[C@H]1F,1,3,12,1,3,"[8, 9, 10]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,64,CC[C@@H]1C[C@H]1NC(=O)c1ccc(F)c(C#N)c1,1,3,17,2,3,"[2, 3, 4]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,65,C[C@H](NC(=O)N[C@@H]1CC1(C)C)[C@@H]1CCCO1,1,3,16,2,3,"[7, 6, 8]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,66,CCO[C@@H]1C[C@H]1NC(=O)[C@]1(C)CCOC1,1,3,15,2,3,"[3, 4, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,67,C[C@]1(COC(=O)CC2CCCC2)C[C@@H]1F,2,3,15,2,3,"[12, 1, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,68,CCO[C@H]1C[C@H]1C(=O)NCCN(C)C(C)C,1,3,16,1,3,"[3, 4, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,69,CN(CCOCCN)C(=O)[C@@H]1[C@H]2CCCO[C@H]21,1,3,17,2,3,"[10, 11, 16]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'O']"
MCBO,70,O=C(NCC1(C2CC2)CC1)N[C@@H]1CC12CCC2,3,3,17,4,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,71,CC1(C)CCC[C@@H]1NC(=O)N[C@H]1CC12CCC2,2,3,17,3,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,72,CCO[C@@H]1C[C@@H]1C(=O)N[C@@H]1CCC[C@@H](C)[C@H]1C,1,3,17,2,3,"[3, 4, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,73,CCC(CC)CN1C[C@@H]2[C@H](C1)C2(C)C,2,3,14,2,3,"[11, 9, 8]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,74,C[C@@H]1C[C@@H]1C(=O)Nc1nc2ccccc2s1,1,3,16,3,3,"[1, 2, 3]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,75,CCC1(NC(=O)[C@H]2Cc3cccc(C)c3O2)CC1,3,3,18,3,3,"[16, 2, 17]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,76,CN(c1nc2ccccc2o1)[C@@H]1CC1(C)C,3,3,16,3,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,77,O=C(O)c1cccc(CN2CC[C@@H]3C[C@@H]32)c1,3,3,16,3,3,"[13, 12, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,78,CNCCN(C)C(=O)N[C@@H]1CC12CCNCC2,1,3,17,2,3,"[9, 10, 11]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,79,CC(=O)CSCC(=O)N1C[C@@H]2C[C@]2(CO)C1,2,3,16,2,3,"[11, 10, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,80,CC(C)Oc1ccc(CN[C@H]2C[C@H]2C)cc1,2,3,16,2,3,"[11, 10, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,81,C[C@@H](O)[C@H](C)N1C[C@@H]2[C@@H](CO)[C@@H]2C1,2,3,13,2,3,"[8, 7, 11]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'O']"
MCBO,82,O=C(O)CC1(NC(=O)c2ccoc2C2CC2)CC1,3,3,18,3,3,"[16, 4, 17]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,83,O=C(NC1(C2CC2)CC1)[C@@H]1CCSC1,2,3,14,3,3,"[7, 3, 8]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,84,CC[C@H](C)C(=O)NC[C@@]1(C)C[C@H]1c1ccccc1,1,3,18,2,3,"[8, 10, 11]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,85,CC[C@@H]1C[C@H]1NC(=O)N(CCCCO)C1CC1,1,3,17,2,3,"[2, 3, 4]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,86,CC(C)C1(O)CN(C(=O)C2(NC(N)=O)CC2)C1,2,3,17,2,3,"[14, 9, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'O', 'C']"
MCBO,87,CC(C)[C@@H]1C[C@H]1NC(=O)N1CC[C@@](F)(C#N)C1,1,3,17,2,3,"[3, 4, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,88,COC[C@@H](C)CNC(=O)[C@@]1(C(=O)O)CC1(C)C,1,3,17,1,3,"[9, 13, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'O', 'C']"
MCBO,89,CCCC[C@H](CC)C(=O)N1CC[C@@H]2C[C@@H]2C1,2,3,16,2,3,"[13, 12, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,90,CC[C@H]1C[C@H](C)CN1C(=O)N[C@@H]1C[C@H]1C(C)C,2,3,17,2,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,91,C[C@H](C1CC1)N(Cc1cc(=O)c(O)co1)C1CC1,3,3,18,3,3,"[16, 15, 17]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,92,COCC#CC(=O)NC1(C(F)(F)F)CC1,1,3,15,1,3,"[8, 13, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'F', 'C']"
MCBO,93,Cc1cc(F)c2c(c1)C(=NNC1CC1)C(=O)N2,2,3,17,3,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,94,CO[C@@](C)(C1CC1)[C@H](C)NC(=O)NC1CC1,2,3,16,2,3,"[14, 13, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,95,CCC[C@@H]1C[C@H]1NC(=O)[C@@H]1COc2ccccc21,1,3,18,3,3,"[3, 4, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,96,O=C(NC1CCCCCC1)NC1CC1,2,3,14,2,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,97,Cc1cccc(CCN[C@@H]2C[C@H]2c2ccco2)c1,2,3,18,3,3,"[10, 9, 11]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,98,Cc1occc(=O)c1OCC(=O)NC1(C)CC1,2,3,17,2,3,"[15, 13, 16]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,99,Fc1ccc2c(c1)[C@H](N1CC[C@@H]3C[C@@H]3C1)CCC2,3,3,18,4,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,100,CC(C)(C)CNC(=O)[C@@H]1C[C@@H]1C(F)F,1,3,14,1,3,"[8, 9, 10]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,101,O=C(OC1CCC2(CC1)OCCO2)[C@@H]1C[C@@H]1F,3,3,17,3,3,"[14, 13, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,102,C[C@H]1C[C@@]1(C#N)C(=O)N1CCC(=O)CC1,1,3,15,2,3,"[1, 2, 3]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,103,CC(C)OCc1ccc(C(=O)NC2CC2)cc1,2,3,17,2,3,"[13, 12, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,104,c1cc2cc(N[C@H]3CCC[C@H]4C[C@H]43)ccc2cn1,4,3,18,4,3,"[11, 10, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,105,CCC1(NC(=O)c2cccc(OC)c2)CC1,2,3,16,2,3,"[14, 2, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,106,CC[C@H](N[C@H](C)C[C@H]1CCCO1)[C@@H]1CC1(C)C,2,3,17,2,3,"[13, 12, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,107,CC1(C)C[C@H]1CNCc1c(F)ccc(O)c1F,1,3,17,2,3,"[1, 3, 4]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,108,CCC(=O)NCCNC[C@@H]1CC[C@@H]2C[C@@H]2C1,2,3,16,2,3,"[13, 12, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,109,CC[C@@H]1C[C@H]1NC(=O)Nc1c(C)cccc1F,1,3,17,2,3,"[2, 3, 4]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,110,COC(=O)CNC(=O)CN1CC[C@@H]2C[C@@H]2C1,2,3,16,2,3,"[13, 12, 14]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,111,CN(CCN)[C@H]1C[C@H]1c1ccccc1,1,3,14,2,3,"[5, 6, 7]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,112,CC1(C)C[C@H]1CNC(=O)[C@H]1Cc2ccccc2O1,1,3,18,3,3,"[1, 3, 4]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,113,OC[C@@]12C[C@@H]1CN(Cc1coc3ccccc13)C2,1,3,18,4,3,"[3, 2, 4]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,114,O=C1CCC[C@H]1CNC(=O)[C@H]1CC12CCCC2,2,3,17,3,3,"[11, 10, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
MCBO,115,CSc1ccc(CN2C[C@@H]3[C@@H](CO)[C@@H]3C2)cc1,3,3,17,3,3,"[10, 9, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'O']"
MCBO,116,COCCCNS(=O)(=O)C1CC1,1,3,12,1,3,"[9, 10, 11]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['O', 'C', 'C']"
MCBO,117,CC[C@H](C)N(CCO)C[C@@H](O)CN(C)C1CC1,1,3,17,1,3,"[14, 15, 16]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,118,O=c1cc(CN[C@H]2CCC[C@@H]3C[C@H]23)occ1O,3,3,17,3,3,"[11, 10, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,119,C#CCNC(=S)NC1([C@@H](C)O)CC1,1,3,13,1,3,"[7, 11, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'O', 'C']"
MCBO,120,O=C(NC1CC1)c1cc(=O)c2ccccc2o1,1,3,17,3,3,"[4, 3, 5]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'N', 'C']"
MCBO,121,CN(C(=O)c1coc(=O)c2ccccc12)C1CC1,3,3,18,3,3,"[16, 15, 17]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
MCBO,122,N[C@@H]1C[C@@H]1C(=O)N1COCC[C@H]1c1ccccc1,1,3,18,3,3,"[1, 2, 3]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['N', 'C', 'C']"
MCBO,123,C[C@H]1C[C@H]1CNC1CC2(CCCC2)C1,1,3,14,3,3,"[1, 2, 3]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
